ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
63034,SAN DIEGO,SAN DIEGO,1,0,3,0,4,D,1,1
63035,SANTA CLARA,PALO ALTO,4,0,9,1,4,D,0,1
63036,SACRAMENTO,SACRAMENTO,6,1,3,1,2,D,1,1
63037,LOS ANGELES,LONG BEACH,6,0,12,0,4,D,0,0
63038,TULARE,FARMERSVILLE,7,0,9,1,3,D,0,0
63039,TULARE,FARMERSVILLE,2,0,9,1,3,D,0,1
63040,LOS ANGELES,HERMOSA BEACH,3,0,9,1,2,D,0,1
63041,TEHAMA,RED BLUFF,5,0,12,1,4,D,0,1
63042,LOS ANGELES,CERRITOS,5,0,12,1,2,D,0,1
63043,SACRAMENTO,SACRAMENTO,1,0,9,1,4,D,0,1
63044,ORANGE,SANTA ANA,4,0,9,1,4,D,0,1
63045,LOS ANGELES,REDONDO BEACH,1,0,11,1,4,D,0,0
63046,FRESNO,SANGER,6,0,9,1,3,D,0,1
63047,SAN MATEO,DALY CITY,7,0,1,1,2,D,0,0
63048,NAPA,UNINCORPORATED,2,0,9,1,4,D,0,1
63049,FRESNO,SANGER,5,0,9,1,3,D,0,1
63050,NAPA,UNINCORPORATED,1,0,9,1,4,D,0,1
63051,CONTRA COSTA,CONCORD,1,0,9,1,4,D,0,1
63052,LOS ANGELES,SANTA FE SPRINGS,4,0,9,1,4,D,0,1
63053,STANISLAUS,MODESTO,4,0,9,1,4,D,0,1
63054,LOS ANGELES,SANTA FE SPRINGS,4,0,9,1,4,D,0,1
63055,LOS ANGELES,BURBANK,5,0,9,1,4,D,0,1
63056,STANISLAUS,MODESTO,2,0,1,1,4,D,0,1
63057,LOS ANGELES,BURBANK,6,0,12,1,4,D,0,1
63058,SAN JOAQUIN,TRACY,1,0,12,1,4,D,0,0
63059,STANISLAUS,MODESTO,2,0,9,1,4,D,0,1
63060,SACRAMENTO,SACRAMENTO,2,1,12,1,4,D,0,1
63061,STANISLAUS,MODESTO,7,0,12,1,4,D,0,1
63062,STANISLAUS,MODESTO,5,0,12,1,4,D,0,1
63063,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
63064,SOLANO,FAIRFIELD,4,0,12,1,4,D,0,1
63065,ORANGE,FOUNTAIN VALLEY,2,0,9,1,4,D,0,1
63066,SOLANO,FAIRFIELD,2,0,9,1,4,D,0,1
63067,STANISLAUS,MODESTO,7,0,12,1,4,D,0,1
63068,LOS ANGELES,BURBANK,1,0,1,0,4,D,0,0
63069,STANISLAUS,MODESTO,6,0,12,1,4,D,0,1
63070,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,1
63071,CONTRA COSTA,CONCORD,5,0,9,1,4,D,0,1
63072,LOS ANGELES,LOS ANGELES,6,1,1,1,4,D,0,1
63073,CONTRA COSTA,CONCORD,6,0,12,1,4,D,0,1
63074,LOS ANGELES,ARCADIA,1,0,8,1,4,D,0,1
63075,LOS ANGELES,ARCADIA,6,0,8,1,4,D,0,1
63076,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
63077,LOS ANGELES,LOS ANGELES,2,0,12,1,4,D,0,1
63078,LOS ANGELES,LOS ANGELES,3,0,9,1,4,D,0,1
63079,SACRAMENTO,SACRAMENTO,5,0,12,1,5,D,0,1
63080,MONTEREY,UNINCORPORATED,1,1,9,1,4,D,0,1
63081,SAN DIEGO,SAN DIEGO,2,0,8,1,4,D,0,1
63082,MONTEREY,UNINCORPORATED,3,0,8,0,4,D,0,0
63083,ALAMEDA,UNION CITY,3,0,12,1,3,D,0,1
63084,ALAMEDA,UNION CITY,2,1,12,0,3,D,0,1
63085,MONTEREY,UNINCORPORATED,1,0,12,0,4,D,0,0
63086,SONOMA,ROHNERT PARK,5,0,8,1,4,D,0,0
63087,MONTEREY,UNINCORPORATED,2,0,9,1,4,D,0,1
63088,SAN DIEGO,SAN DIEGO,3,0,12,1,4,D,0,0
63089,SAN DIEGO,SAN DIEGO,3,0,8,0,4,D,0,0
63090,MARIN,MILL VALLEY,5,0,8,1,4,D,0,1
63091,MARIN,MILL VALLEY,6,0,8,0,4,D,0,1
63092,SANTA CLARA,SUNNYVALE,5,0,12,1,4,D,0,1
63093,SAN DIEGO,CORONADO,4,0,9,1,4,D,0,1
63094,VENTURA,THOUSAND OAKS,2,0,8,0,4,D,0,1
63095,SAN DIEGO,SAN DIEGO,4,0,12,0,4,D,0,0
63096,SAN DIEGO,SAN DIEGO,4,0,9,1,4,D,0,1
63097,VENTURA,OXNARD,4,0,9,1,4,D,0,0
63098,VENTURA,OXNARD,1,0,12,1,4,D,0,0
63099,VENTURA,OXNARD,1,0,9,1,4,D,0,1
63100,ORANGE,ANAHEIM,4,0,9,0,4,D,0,1
63101,SACRAMENTO,SACRAMENTO,2,0,9,1,4,D,0,1
63102,CONTRA COSTA,OAKLEY,5,0,9,1,4,D,0,1
63103,MADERA,UNINCORPORATED,3,0,9,1,5,D,1,1
63104,PLACER,ROCKLIN,5,0,8,1,4,D,0,1
63105,CONTRA COSTA,UNINCORPORATED,7,1,1,1,3,D,0,1
63106,ORANGE,SANTA ANA,1,0,12,0,4,D,0,0
63107,ORANGE,SANTA ANA,6,0,12,1,4,D,0,1
63108,SAN FRANCISCO,SAN FRANCISCO,3,0,10,1,2,D,0,1
63109,HUMBOLDT,EUREKA,1,0,12,1,3,D,0,0
63110,HUMBOLDT,EUREKA,6,0,1,1,4,D,0,1
63111,SONOMA,PETALUMA,7,0,9,1,4,D,0,1
63112,SAN DIEGO,ESCONDIDO,5,0,9,1,4,D,0,1
63113,SAN DIEGO,ESCONDIDO,2,0,9,1,4,D,0,1
63114,MERCED,MERCED,6,0,3,1,4,D,0,1
63115,KERN,UNINCORPORATED,6,0,12,1,4,D,0,1
63116,MERCED,MERCED,1,0,9,1,4,D,0,1
63117,ALAMEDA,OAKLAND,3,0,9,1,4,D,0,1
63118,ALAMEDA,OAKLAND,1,0,9,1,4,D,0,1
63119,HUMBOLDT,EUREKA,3,0,12,0,4,D,0,1
63120,HUMBOLDT,EUREKA,5,0,12,1,4,D,0,1
63121,SAN DIEGO,ESCONDIDO,6,0,9,1,4,D,0,0
63122,HUMBOLDT,EUREKA,5,0,1,0,4,D,0,0
63123,CONTRA COSTA,MARTINEZ,3,0,9,1,4,D,0,1
63124,SAN MATEO,DALY CITY,7,0,12,1,4,D,0,0
63125,AMADOR,UNINCORPORATED,6,0,1,1,4,D,1,0
63126,SOLANO,FAIRFIELD,6,0,1,1,4,D,0,0
63127,SOLANO,FAIRFIELD,1,0,9,1,4,D,0,1
63128,ORANGE,SANTA ANA,3,0,12,1,4,D,0,0
63129,ORANGE,SANTA ANA,2,0,12,1,4,D,0,1
63130,NAPA,UNINCORPORATED,4,1,7,1,4,D,1,1
63131,CONTRA COSTA,CONCORD,2,0,9,1,4,D,0,1
63132,CONTRA COSTA,CONCORD,7,0,8,1,4,D,0,0
63133,NAPA,UNINCORPORATED,1,0,1,1,4,D,0,1
63134,CONTRA COSTA,CONCORD,6,0,8,1,4,D,0,1
63135,SONOMA,UNINCORPORATED,3,0,9,1,4,D,0,1
63136,RIVERSIDE,CORONA,2,0,8,1,4,D,1,1
63137,SACRAMENTO,SACRAMENTO,7,0,3,0,3,D,1,1
63138,SAN BERNARDINO,HIGHLAND,1,0,12,1,4,D,0,1
63139,SAN FRANCISCO,SAN FRANCISCO,4,0,3,1,2,D,0,0
63140,KERN,UNINCORPORATED,4,0,12,0,5,D,0,1
63141,SAN BERNARDINO,RIALTO,5,0,9,1,4,D,0,1
63142,RIVERSIDE,TEMECULA,4,0,12,1,5,D,0,1
63143,ORANGE,ANAHEIM,5,0,1,1,5,D,0,1
63144,ORANGE,ANAHEIM,6,0,1,1,5,D,0,1
63145,SUTTER,YUBA CITY,3,0,9,1,4,D,1,1
63146,SUTTER,YUBA CITY,7,0,12,1,5,D,0,0
63147,SAN MATEO,BURLINGAME,4,0,9,1,4,D,0,1
63148,MONTEREY,SALINAS,4,0,9,1,3,D,0,1
63149,LOS ANGELES,LOS ANGELES,2,0,9,1,3,D,0,1
63150,LOS ANGELES,LOS ANGELES,5,0,7,1,3,D,0,1
63151,LOS ANGELES,LOS ANGELES,3,0,8,1,3,D,0,1
63152,LOS ANGELES,LOS ANGELES,2,0,9,1,3,D,0,1
63153,LOS ANGELES,LOS ANGELES,2,0,3,1,3,D,0,1
63154,LOS ANGELES,LOS ANGELES,5,0,9,1,3,D,0,1
63155,LOS ANGELES,LOS ANGELES,3,0,10,1,3,D,0,1
63156,LOS ANGELES,LOS ANGELES,2,0,9,1,3,D,0,0
63157,LOS ANGELES,LOS ANGELES,4,0,9,1,3,D,0,1
63158,LOS ANGELES,LOS ANGELES,4,0,7,1,3,D,0,1
63159,LOS ANGELES,LOS ANGELES,4,0,8,1,3,D,0,1
63160,RIVERSIDE,RIVERSIDE,4,0,9,1,3,D,0,0
63161,SAN MATEO,PACIFICA,4,0,8,0,3,D,0,0
63162,ALAMEDA,OAKLAND,1,0,8,0,3,D,0,1
63163,ALAMEDA,OAKLAND,4,0,12,1,3,D,0,1
63164,ALAMEDA,OAKLAND,3,0,12,1,3,D,0,0
63165,SANTA CLARA,SAN JOSE,6,0,12,1,4,D,0,1
63166,KERN,UNINCORPORATED,2,0,12,1,4,D,0,1
63167,ORANGE,STANTON,6,1,1,1,3,D,0,0
63168,KERN,BAKERSFIELD,6,0,8,1,4,D,0,1
63169,KERN,UNINCORPORATED,4,0,9,1,4,D,0,1
63170,LOS ANGELES,LOS ANGELES,3,0,8,1,4,D,0,0
63171,LOS ANGELES,LANCASTER,5,0,9,1,4,D,0,1
63172,LOS ANGELES,LANCASTER,4,0,12,1,4,D,0,1
63173,KERN,BAKERSFIELD,5,0,12,1,4,D,0,0
63174,LOS ANGELES,LANCASTER,4,0,9,1,4,D,0,1
63175,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
63176,LOS ANGELES,LOS ANGELES,2,0,9,1,4,D,0,1
63177,ORANGE,YORBA LINDA,4,0,12,1,4,D,0,1
63178,ORANGE,SANTA ANA,4,0,12,1,4,D,0,1
63179,LOS ANGELES,LOS ANGELES,1,0,9,1,3,D,0,1
63180,ORANGE,IRVINE,4,0,12,0,4,D,0,1
63181,FRESNO,UNINCORPORATED,6,0,9,1,4,D,1,1
63182,ALAMEDA,OAKLAND,5,0,9,1,4,D,0,0
63183,LOS ANGELES,LOS ANGELES,4,0,9,0,4,D,0,1
63184,LOS ANGELES,LOS ANGELES,6,0,9,1,4,D,0,1
63185,LOS ANGELES,LOS ANGELES,3,0,12,1,4,D,0,1
63186,ORANGE,SANTA ANA,6,0,12,1,4,D,0,1
63187,ORANGE,SANTA ANA,4,0,8,1,4,D,0,1
63188,HUMBOLDT,UNINCORPORATED,3,0,9,1,4,D,0,1
63189,SACRAMENTO,SACRAMENTO,2,0,12,1,4,D,0,1
63190,ALAMEDA,NEWARK,1,0,8,1,4,D,0,1
63191,LOS ANGELES,LOS ANGELES,6,0,8,1,4,D,0,1
63192,VENTURA,FILLMORE,7,0,12,1,4,D,0,0
63193,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,1
63194,LOS ANGELES,LOS ANGELES,5,0,3,1,4,D,0,1
63195,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,1
63196,LOS ANGELES,LOS ANGELES,2,0,12,1,4,D,0,1
63197,LOS ANGELES,LOS ANGELES,1,0,12,1,4,D,0,1
63198,ORANGE,PLACENTIA,6,0,9,1,4,D,0,1
63199,SOLANO,FAIRFIELD,1,0,9,0,4,D,0,0
63200,LOS ANGELES,LOS ANGELES,5,0,3,1,4,D,0,1
63201,LOS ANGELES,LOS ANGELES,7,0,3,1,4,D,0,0
63202,LOS ANGELES,LOS ANGELES,3,0,7,1,4,D,0,1
63203,LOS ANGELES,LOS ANGELES,1,0,9,1,4,D,0,1
63204,LOS ANGELES,LOS ANGELES,5,0,12,1,4,D,0,0
63205,LOS ANGELES,LOS ANGELES,7,0,9,1,3,D,0,1
63206,LOS ANGELES,LOS ANGELES,1,0,1,1,4,D,0,0
63207,LOS ANGELES,LOS ANGELES,4,0,8,1,4,D,0,1
63208,LOS ANGELES,LOS ANGELES,3,0,9,1,4,D,0,1
63209,KERN,UNINCORPORATED,3,0,3,1,5,D,0,1
63210,KERN,UNINCORPORATED,5,0,8,1,4,D,0,1
63211,NAPA,NAPA,6,0,11,1,4,D,0,0
63212,KERN,UNINCORPORATED,6,0,9,1,4,D,0,1
63213,KERN,UNINCORPORATED,6,0,9,1,5,D,0,0
63214,KERN,UNINCORPORATED,4,0,9,1,4,D,0,1
63215,KERN,UNINCORPORATED,5,0,9,1,4,D,0,1
63216,SAN DIEGO,SAN DIEGO,4,0,12,1,4,D,0,0
63217,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,1
63218,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
63219,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
63220,LOS ANGELES,LOS ANGELES,4,0,9,0,4,D,0,0
63221,SAN DIEGO,SAN DIEGO,5,0,8,1,4,D,0,1
63222,SAN DIEGO,SAN DIEGO,6,0,12,1,4,D,0,1
63223,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
63224,LOS ANGELES,LOS ANGELES,6,0,9,1,4,D,0,0
63225,SAN DIEGO,SAN DIEGO,6,0,12,1,4,D,0,1
63226,ORANGE,ANAHEIM,2,0,3,0,4,D,0,0
63227,LOS ANGELES,BELL GARDENS,3,0,9,1,4,D,0,1
63228,NAPA,AMERICAN CANYON,6,0,8,1,4,D,0,1
63229,LOS ANGELES,LOS ANGELES,6,0,8,1,4,D,0,0
63230,LOS ANGELES,LOS ANGELES,1,0,12,1,4,D,0,1
63231,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,1
63232,ORANGE,SANTA ANA,2,0,12,1,4,D,0,1
63233,ORANGE,SANTA ANA,7,0,12,0,4,D,0,1
63234,ORANGE,SANTA ANA,5,1,3,1,4,D,0,1
63235,ORANGE,LA HABRA,2,0,12,1,4,D,0,1
63236,ORANGE,ANAHEIM,5,0,9,1,4,D,0,1
63237,LOS ANGELES,LOS ANGELES,1,0,9,1,4,D,0,1
63238,SAN DIEGO,SAN DIEGO,4,0,11,0,4,D,0,1
63239,YOLO,DAVIS,2,0,9,1,4,D,0,1
63240,LOS ANGELES,VERNON,2,0,9,1,4,D,0,1
63241,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,0
63242,LOS ANGELES,LOS ANGELES,7,0,9,1,4,D,0,1
63243,LOS ANGELES,LOS ANGELES,5,0,1,1,4,D,0,0
63244,LOS ANGELES,LOS ANGELES,1,0,7,1,4,D,0,0
63245,LOS ANGELES,LOS ANGELES,7,0,12,1,4,D,0,1
63246,LOS ANGELES,LOS ANGELES,5,0,9,1,4,D,0,1
63247,VENTURA,THOUSAND OAKS,3,0,9,1,4,D,0,1
63248,LOS ANGELES,DOWNEY,1,0,9,0,3,D,0,0
63249,VENTURA,OXNARD,1,0,11,0,4,D,1,1
63250,VENTURA,UNINCORPORATED,4,1,9,1,4,D,0,1
63251,SAN BERNARDINO,VICTORVILLE,5,0,9,1,4,D,0,1
63252,SAN BERNARDINO,MONTCLAIR,7,0,1,1,4,D,0,1
63253,SAN BERNARDINO,VICTORVILLE,1,0,6,1,4,D,0,1
63254,SAN BERNARDINO,VICTORVILLE,4,0,12,1,4,D,0,1
63255,LOS ANGELES,GLENDALE,3,0,9,0,5,D,0,1
63256,LOS ANGELES,LOS ANGELES,1,0,12,1,4,D,0,1
63257,SONOMA,UNINCORPORATED,6,0,9,1,4,D,0,1
63258,SONOMA,UNINCORPORATED,6,0,8,1,4,D,0,1
63259,ORANGE,LA HABRA,4,0,9,1,4,D,0,1
63260,KERN,BAKERSFIELD,1,1,9,1,4,D,0,1
63261,RIVERSIDE,NORCO,5,0,9,1,4,D,0,1
63262,CONTRA COSTA,RICHMOND,3,0,9,1,4,D,0,1
63263,BUTTE,UNINCORPORATED,4,0,9,1,4,D,0,1
63264,SAN JOAQUIN,LODI,4,0,9,1,4,D,0,1
63265,TUOLUMNE,UNINCORPORATED,2,0,8,1,4,D,0,1
63266,CONTRA COSTA,RICHMOND,2,0,9,1,4,D,0,0
63267,SAN BERNARDINO,RIALTO,5,0,9,1,4,D,0,1
63268,LOS ANGELES,PALMDALE,3,0,9,1,4,D,0,1
63269,SAN DIEGO,ESCONDIDO,5,0,12,1,4,D,0,1
63270,LOS ANGELES,PALMDALE,2,0,9,1,4,D,0,1
63271,LOS ANGELES,COVINA,4,0,9,1,4,D,0,1
63272,LOS ANGELES,INDUSTRY,2,0,9,1,4,D,0,0
63273,LOS ANGELES,SAN DIMAS,5,0,8,1,4,D,0,0
63274,KERN,UNINCORPORATED,2,0,9,1,4,D,0,1
63275,LOS ANGELES,PICO RIVERA,7,0,8,1,4,D,0,0
63276,CONTRA COSTA,RICHMOND,3,0,9,1,4,D,0,1
63277,CONTRA COSTA,RICHMOND,3,0,9,1,4,D,0,1
63278,LOS ANGELES,LONG BEACH,6,0,9,1,4,D,0,1
63279,ORANGE,IRVINE,3,0,9,1,4,D,0,1
63280,CONTRA COSTA,RICHMOND,4,0,12,1,4,D,0,1
63281,KERN,UNINCORPORATED,2,0,9,1,4,D,0,1
63282,ORANGE,IRVINE,1,0,9,1,3,D,0,1
63283,LOS ANGELES,SOUTH GATE,4,0,9,1,1,D,0,0
63284,SAN LUIS OBISPO,PASO ROBLES,6,0,9,1,3,D,0,1
63285,PLACER,ROCKLIN,7,0,12,1,4,D,0,1
63286,MADERA,UNINCORPORATED,7,0,12,1,3,D,0,1
63287,LOS ANGELES,IRWINDALE,5,0,3,0,3,D,1,0
63288,LOS ANGELES,SOUTH GATE,3,1,8,1,3,D,0,1
63289,LOS ANGELES,SOUTH GATE,3,0,9,1,3,D,0,1
63290,SAN LUIS OBISPO,ATASCADERO,4,0,9,1,4,D,0,1
63291,ORANGE,TUSTIN,3,0,9,1,4,D,0,1
63292,LOS ANGELES,CLAREMONT,2,0,7,1,3,D,1,1
63293,SACRAMENTO,SACRAMENTO,4,0,11,1,4,D,0,1
63294,LOS ANGELES,SOUTH GATE,2,0,3,1,3,D,0,1
63295,LOS ANGELES,SOUTH GATE,4,0,8,1,3,D,0,1
63296,LOS ANGELES,SOUTH GATE,3,0,1,1,3,D,0,0
63297,NAPA,NAPA,2,0,12,1,4,D,0,1
63298,LOS ANGELES,SOUTH GATE,4,0,12,1,3,D,0,1
63299,SAN LUIS OBISPO,UNINCORPORATED,1,1,1,1,4,D,0,1
63300,ORANGE,YORBA LINDA,6,0,12,1,4,D,0,1
63301,SAN LUIS OBISPO,UNINCORPORATED,7,0,12,1,4,D,0,1
63302,ORANGE,BREA,2,0,9,1,4,D,0,1
63303,ORANGE,ORANGE,4,0,9,1,4,D,0,0
63304,SAN FRANCISCO,SAN FRANCISCO,3,0,8,1,1,D,0,1
63305,ORANGE,COSTA MESA,1,0,12,0,4,D,0,0
63306,LOS ANGELES,LOS ANGELES,3,0,8,0,3,D,0,1
63307,LOS ANGELES,LOS ANGELES,5,0,12,1,3,D,0,0
63308,SAN BERNARDINO,SAN BERNARDINO,3,0,12,1,1,D,0,1
63309,SAN BERNARDINO,SAN BERNARDINO,3,0,12,1,1,D,0,1
63310,TULARE,VISALIA,6,0,9,1,4,D,0,1
63311,SAN BERNARDINO,SAN BERNARDINO,4,0,12,1,1,D,0,1
63312,SAN LUIS OBISPO,UNINCORPORATED,7,0,9,1,4,D,0,0
63313,TULARE,VISALIA,4,0,12,1,4,D,0,1
63314,TULARE,VISALIA,5,0,9,1,4,D,0,1
63315,TULARE,VISALIA,3,0,8,1,4,D,0,1
63316,LOS ANGELES,PALMDALE,6,0,9,1,4,D,0,1
63317,SAN BERNARDINO,RANCHO CUCAMONGA,1,0,9,0,4,D,0,1
63318,SANTA CRUZ,SANTA CRUZ,1,0,12,1,4,D,0,1
63319,ORANGE,SAN CLEMENTE,7,0,9,0,4,D,0,1
63320,SONOMA,UNINCORPORATED,5,1,9,1,4,D,0,1
63321,SACRAMENTO,FOLSOM,3,0,12,1,4,D,0,1
63322,LOS ANGELES,PALMDALE,1,0,9,1,4,D,0,1
63323,LOS ANGELES,PALMDALE,7,0,9,1,4,D,0,1
63324,LOS ANGELES,AGOURA HILLS,2,0,9,1,4,D,0,1
63325,LOS ANGELES,MALIBU,6,0,9,0,4,D,0,1
63326,LOS ANGELES,WHITTIER,2,0,8,0,4,D,0,1
63327,LOS ANGELES,WHITTIER,4,0,12,1,4,D,0,1
63328,ALAMEDA,OAKLAND,7,0,8,1,3,D,0,1
63329,LOS ANGELES,CARSON,4,0,12,1,4,D,0,0
63330,SAN LUIS OBISPO,ARROYO GRANDE,6,0,12,1,2,D,0,1
63331,LOS ANGELES,CARSON,2,0,12,1,4,D,0,0
63332,LOS ANGELES,CARSON,4,0,12,1,3,D,0,1
63333,LOS ANGELES,CARSON,3,0,12,1,3,D,0,1
63334,HUMBOLDT,UNINCORPORATED,5,0,9,0,4,D,0,1
63335,SACRAMENTO,ELK GROVE,3,0,12,1,4,D,0,0
63336,ORANGE,COSTA MESA,6,0,9,1,4,D,0,1
63337,SACRAMENTO,FOLSOM,5,0,9,1,4,D,0,1
63338,LOS ANGELES,CARSON,6,0,9,1,4,D,0,1
63339,LOS ANGELES,WHITTIER,1,0,3,1,4,D,0,1
63340,LOS ANGELES,CARSON,5,0,8,1,4,D,0,1
63341,SACRAMENTO,FOLSOM,4,0,12,1,4,D,0,1
63342,LOS ANGELES,WHITTIER,5,0,9,1,4,D,1,1
63343,LOS ANGELES,WHITTIER,4,0,12,1,4,D,0,1
63344,SOLANO,VALLEJO,5,0,9,1,4,D,0,1
63345,LOS ANGELES,LOS ANGELES,4,0,9,1,4,D,0,1
63346,LOS ANGELES,CARSON,7,0,12,1,4,D,0,0
63347,SAN JOAQUIN,UNINCORPORATED,7,0,9,1,4,D,0,1
63348,SAN JOAQUIN,UNINCORPORATED,1,0,9,1,4,D,0,1
63349,SAN FRANCISCO,SAN FRANCISCO,6,0,12,1,3,D,0,0
63350,SAN BERNARDINO,UPLAND,4,0,9,1,2,D,0,0
63351,SAN JOAQUIN,RIPON,4,0,3,0,4,D,1,1
63352,SAN BERNARDINO,YUCAIPA,5,0,9,1,4,D,0,1
63353,SAN JOAQUIN,UNINCORPORATED,6,0,12,0,3,D,0,0
63354,LOS ANGELES,NORWALK,1,0,9,1,4,D,0,1
63355,ORANGE,HUNTINGTON BEACH,3,0,9,0,4,D,0,0
63356,ORANGE,SANTA ANA,5,0,9,1,4,D,0,1
63357,SAN BERNARDINO,RIALTO,2,0,9,1,4,D,0,1
63358,CONTRA COSTA,OAKLEY,1,1,8,1,4,D,0,1
63359,TULARE,UNINCORPORATED,6,0,8,1,4,D,0,1
63360,LOS ANGELES,WEST COVINA,2,0,12,1,4,D,0,1
63361,ALAMEDA,LIVERMORE,3,0,12,1,4,D,0,1
63362,LOS ANGELES,LOS ANGELES,1,0,8,0,4,D,0,0
63363,SAN JOAQUIN,UNINCORPORATED,4,0,9,1,3,D,0,1
63364,ORANGE,SANTA ANA,5,0,10,1,4,D,0,1
63365,LOS ANGELES,TORRANCE,1,0,6,1,4,D,0,1
63366,ALAMEDA,OAKLAND,7,0,9,1,4,D,0,1
63367,LOS ANGELES,TORRANCE,5,0,9,1,4,D,0,1
63368,SACRAMENTO,SACRAMENTO,6,0,12,1,5,D,0,1
63369,MADERA,MADERA,7,1,9,1,4,D,0,1
63370,ALAMEDA,OAKLAND,6,0,9,1,4,D,0,1
63371,ORANGE,SANTA ANA,5,0,12,1,4,D,0,0
63372,SOLANO,VACAVILLE,2,0,9,1,4,D,0,0
63373,ORANGE,NEWPORT BEACH,3,0,9,1,5,D,0,1
63374,ORANGE,SANTA ANA,4,0,9,1,4,D,0,1
63375,SAN BERNARDINO,UPLAND,4,0,12,0,2,D,0,1
63376,ORANGE,NEWPORT BEACH,2,0,9,0,4,D,1,1
63377,ALAMEDA,OAKLAND,6,0,3,1,4,D,0,1
63378,LOS ANGELES,CARSON,1,0,9,1,4,D,0,1
63379,SAN BERNARDINO,UPLAND,7,0,9,1,2,D,0,1
63380,ORANGE,HUNTINGTON BEACH,3,0,8,0,4,D,1,0
63381,SAN BERNARDINO,RIALTO,5,0,9,0,4,D,0,1
63382,SAN JOAQUIN,UNINCORPORATED,3,0,9,1,4,D,0,1
63383,SAN BERNARDINO,YUCAIPA,2,0,9,1,4,D,0,0
63384,ORANGE,HUNTINGTON BEACH,7,0,9,1,4,D,0,1
63385,SAN BERNARDINO,RIALTO,4,0,9,1,4,D,0,1
63386,SAN BERNARDINO,YUCAIPA,1,0,9,1,4,D,0,1
63387,SAN JOAQUIN,UNINCORPORATED,1,0,12,1,4,D,0,1
63388,LOS ANGELES,NORWALK,1,0,7,1,4,D,0,1
63389,ORANGE,HUNTINGTON BEACH,5,0,8,1,4,D,1,1
63390,LOS ANGELES,SOUTH EL MONTE,4,0,9,1,4,D,0,1
63391,ORANGE,HUNTINGTON BEACH,3,0,9,0,4,D,0,1
63392,SAN BERNARDINO,RIALTO,5,0,12,0,4,D,0,1
63393,ORANGE,TUSTIN,2,0,12,1,4,D,0,1
63394,NAPA,NAPA,5,0,12,1,4,D,0,1
63395,SAN BERNARDINO,MONTCLAIR,5,0,9,1,4,D,0,1
63396,LOS ANGELES,LONG BEACH,3,0,12,0,4,D,0,1
63397,LOS ANGELES,ROSEMEAD,4,0,12,1,4,D,0,1
63398,VENTURA,CAMARILLO,2,0,12,0,4,D,0,1
63399,SAN JOAQUIN,UNINCORPORATED,2,0,8,1,4,D,0,1
63400,LOS ANGELES,SOUTH EL MONTE,5,0,8,1,4,D,1,1
63401,VENTURA,CAMARILLO,3,0,9,0,4,D,0,1
63402,CONTRA COSTA,UNINCORPORATED,5,0,12,1,4,D,0,1
63403,LOS ANGELES,MONTEREY PARK,1,0,12,1,4,D,0,1
63404,LOS ANGELES,LONG BEACH,3,0,12,0,4,D,0,0
63405,YOLO,UNINCORPORATED,1,0,9,1,4,D,0,0
63406,MONTEREY,SALINAS,1,0,9,1,4,D,0,1
63407,PLACER,LINCOLN,7,0,12,1,4,D,0,1
63408,LOS ANGELES,LONG BEACH,6,0,12,1,4,D,0,1
63409,MONTEREY,SALINAS,2,0,9,1,4,D,0,1
63410,MONTEREY,SALINAS,5,0,12,1,4,D,0,1
63411,SACRAMENTO,SACRAMENTO,1,0,12,1,4,D,0,1
63412,MONTEREY,SALINAS,4,0,8,1,4,D,0,1
63413,SAN JOAQUIN,UNINCORPORATED,1,0,8,1,4,D,1,1
63414,SAN JOAQUIN,UNINCORPORATED,6,0,9,1,4,D,0,1
63415,SAN MATEO,ATHERTON,6,0,9,1,4,D,0,1
63416,NAPA,NAPA,1,0,9,1,4,D,0,1
63417,SAN JOAQUIN,UNINCORPORATED,6,0,8,1,4,D,0,1
63418,LOS ANGELES,TORRANCE,4,0,9,1,4,D,1,1
63419,SAN JOAQUIN,UNINCORPORATED,7,0,1,0,4,D,0,1
63420,SAN LUIS OBISPO,UNINCORPORATED,5,0,9,1,4,D,0,1
63421,SAN BERNARDINO,VICTORVILLE,6,0,12,1,3,D,0,1
63422,VENTURA,SIMI VALLEY,3,0,9,1,4,D,0,1
63423,SANTA CLARA,LOS GATOS,5,1,8,1,2,D,0,0
63424,SACRAMENTO,SACRAMENTO,4,0,9,1,2,D,0,0
63425,LOS ANGELES,LOS ANGELES,7,0,12,0,4,D,0,0
63426,MERCED,MERCED,1,0,9,1,2,D,0,1
63427,LOS ANGELES,LOS ANGELES,2,0,12,1,4,D,0,1
